ID_FINCA|VARIEDAD|MODO|TIPO|COLOR|SUPERFICIE|PREDICCION PRODUCCION
46712|59|2|0|1|2.6796690307328603|11444.354836380273
91094|59|1|0|1|1.0|2084.6617295749215
37661|59|1|0|1|1.0|1843.3961052285947
2891|59|1|0|1|2.6796690307328603|5250.481794868022
3555|59|1|0|1|2.0|3579.1581208749817
60667|40|2|0|1|1.0|4227.117187577156
84518|32|2|0|1|2.6796690307328603|12177.012174050164
72124|32|2|0|1|1.0|4227.117187577156
18581|59|2|0|1|2.6796690307328603|10682.57134903841
13822|59|2|0|1|2.6796690307328603|9977.289957604578
23846|59|2|0|1|1.0|3502.275754215004
89768|52|2|0|1|3.0|15428.83854369193
57254|32|2|0|1|1.0|5033.465414148851
57254|59|2|0|1|1.0|4214.872252134569
80170|32|2|0|1|2.0|8727.575051452255
80170|59|2|0|1|2.0|7236.948845694149
3091|81|1|0|1|4.0|8761.446548574842
80479|52|2|0|1|6.0|31004.08094890145
88517|87|1|0|0|1.0|3522.495291646783
61928|81|1|0|1|2.0|5618.676658232915
87201|59|1|0|1|2.6796690307328603|8738.806098154851
8269|32|2|0|1|2.0|7788.74828080762
94886|32|2|0|1|4.0|23061.845148218592
44512|32|2|0|1|4.0|20308.346309233264
63181|68|1|0|0|1.0|3678.791537427488
63181|17|1|0|1|3.0|10818.978639507417
98747|9|2|0|0|3.0|14424.421207501731
98747|59|2|0|1|2.0|6454.728986303322
48816|15|2|0|1|2.0|7753.517368684881
54915|15|2|0|1|2.0|7753.517368684881
96975|23|2|0|1|2.0|7867.33826276902
68761|32|2|0|1|1.0|5089.860554770363
85950|9|2|0|0|2.0|6959.912496785281
85950|94|2|0|0|1.0|5086.646959672074
1270|9|2|0|0|2.0|5380.270732636282
1270|94|2|0|0|2.6796690307328603|9836.836329174737
12869|87|2|0|0|4.0|19028.29412682233
12869|94|2|0|0|3.0|13772.109000913442
36094|94|2|0|0|2.0|8108.723553231655
78273|94|2|0|0|2.0|8108.723553231655
87878|15|2|0|1|7.0|36010.25772423118
92013|87|2|0|0|5.0|31933.88345739826
70520|9|2|0|0|2.6796690307328603|11287.718326967497
94554|94|2|0|0|2.0|9953.773827676014
64499|32|2|0|1|1.0|5089.860554770363
84904|32|2|0|1|1.0|5761.893598514191
8690|43|2|0|0|1.0|3975.810357866836
95008|17|1|0|1|1.0|4005.2940099715142
58150|52|2|0|1|2.0|7561.2671671148455
23668|59|2|0|1|1.0|4271.267392756081
35287|87|2|0|0|8.0|51064.60074077694
77867|87|2|0|0|3.0|17602.166020873443
77867|81|2|0|1|1.0|5077.105336668009
34853|59|2|0|1|2.6796690307328603|10276.288880699825
97172|59|2|0|1|3.0|10102.446799480165
58567|17|2|0|1|3.0|14699.974172864073
33248|81|2|0|1|4.0|19572.318226215633
55618|32|2|0|1|2.6796690307328603|13047.564977326734
49305|9|2|0|0|3.0|13778.42905382092
14470|32|2|0|1|6.0|33370.34526290168
14470|17|2|0|1|3.0|13672.732764979502
14470|59|2|0|1|1.0|4163.715053515335
18139|52|2|0|1|2.0|7453.714827874099
89440|40|2|0|1|2.0|9199.407268567145
89440|26|2|0|1|4.0|22393.949969383546
45489|32|2|0|1|7.0|41579.87959871945
45489|26|2|0|1|2.0|7407.739892892683
48877|32|2|0|1|13.0|86949.03961788164
48877|52|2|0|1|7.0|40047.424948473454
48877|59|2|0|1|7.0|40047.424948473454
48877|81|2|0|1|8.0|45780.04550685651
68089|26|2|0|1|2.0|7407.739892892683
68089|52|2|0|1|9.0|57841.8694181244
68089|59|2|0|1|10.0|58306.80047470794
4377|9|2|0|0|2.0|3417.0505513939515
90202|9|2|0|0|2.0|5154.586623869022
25026|9|2|0|0|2.0|4741.3020874609765
31153|32|2|0|1|2.6796690307328603|10743.303648876667
38454|32|2|0|1|1.0|3504.0401500674857
2821|59|2|0|1|3.0|7547.492634554353
52475|59|1|0|1|2.0|4023.0958378477962
92490|32|2|0|1|1.0|3745.3057744138114
18410|32|2|0|1|1.0|3114.8830301929215
54960|68|1|0|0|2.0|6305.037312746985
68936|40|2|0|1|3.0|14614.266792475992
74003|59|2|0|1|3.0|13795.673630461712
68718|52|2|0|1|2.0|7182.47191965788
64042|59|1|0|1|4.0|13555.77067635014
17183|43|2|0|0|1.0|3443.8595086874407
797|68|1|0|0|2.0|4876.128507301367
797|59|1|0|1|8.0|19498.169320578083
92218|68|1|0|0|2.0|6071.10389255795
92218|94|2|0|0|2.0|8146.713986316083
84183|59|2|0|1|1.0|3558.670894836516
73580|59|1|0|1|1.0|1899.7912458501075
85756|59|1|0|1|3.0|9986.742227429375
25422|68|1|0|0|1.0|2966.1950395079225
25422|59|1|0|1|2.0|4832.811787613952
84948|68|1|0|0|2.0|5899.215581271769
18318|81|2|0|1|1.0|4318.300613524606
14843|62|2|0|0|10.0|47380.10029085366
14843|87|2|0|0|11.0|66462.38467442135
14843|43|2|0|0|3.0|12602.113855825155
80627|9|2|0|0|11.0|56540.577286568914
80627|62|2|0|0|2.0|6466.02455151079
80627|8|2|0|0|3.0|13138.442843312916
80627|43|2|0|0|4.0|18943.518665363106
86182|84|2|0|0|2.6796690307328603|12845.551079252835
94181|81|2|0|1|3.0|15100.413797890576
94181|84|2|0|0|1.0|5086.97861980847
48461|84|2|0|0|2.0|7845.712205326788
45773|32|2|0|1|5.0|26494.75126633178
87664|59|1|0|1|2.0|5074.077411960278
87293|32|2|0|1|3.0|14833.84481849451
87293|59|2|0|1|1.0|3799.9365191828415
9158|9|2|0|0|2.0|5306.615036299709
35271|40|2|0|1|6.0|32982.81084643607
16921|40|2|0|1|3.0|13642.57558116676
77661|32|2|0|1|1.0|4283.512328198669
33486|55|2|0|1|4.0|18705.136168286797
33486|17|2|0|1|9.0|54814.679509784946
20934|59|1|0|1|3.0|9748.35973035307
84482|81|1|0|1|5.0|19529.134684225457
72027|4|2|1|1|3.0|8622.819767858347
19272|81|1|1|1|2.0|5032.350810701614
61076|23|2|0|1|1.0|3642.710808485332
50528|4|2|1|1|22.0|57334.61153116676
50528|52|2|1|1|3.0|10870.624388142034
55261|32|2|0|1|3.0|14928.368811266386
70620|59|1|0|1|1.0|1791.5809579288873
97861|59|1|0|1|2.0|4058.47210577628
72130|81|2|0|1|4.0|19153.64959956612
523|32|2|0|1|1.0|4239.073442821841
85001|15|2|0|1|1.0|5140.688428684527
68145|15|2|1|1|1.0|2118.511374677537
68145|4|2|1|1|5.0|10685.296927168522
68145|26|2|1|1|2.0|5298.9433312530355
68145|52|2|1|1|2.0|4613.990868123429
68145|59|2|1|1|3.0|10776.872659489905
20693|15|2|1|1|6.0|23533.43667132039
20693|4|2|1|1|7.0|13451.5451165955
20693|26|2|1|1|1.0|2651.1026064696525
20693|52|2|1|1|3.0|10870.624388142034
66052|81|2|0|1|2.0|7156.382333103901
76134|26|2|0|1|1.0|4175.302040277449
15228|81|2|0|1|1.0|4098.773881316191
25377|59|1|0|1|3.0|9465.977990284797
77330|81|2|0|1|2.0|7156.382333103901
58595|81|2|0|1|2.0|7156.382333103901
62629|81|1|0|1|5.0|19290.752187149148
62629|23|2|0|1|2.0|6592.7669210322965
34512|59|1|0|1|5.0|18366.329818990736
87873|59|1|0|1|6.0|26599.32184434254
87873|32|2|0|1|1.0|4468.382811923482
87873|59|2|0|1|6.0|31967.970132282815
50343|87|1|0|0|3.0|11802.235736534434
60279|87|1|0|0|1.0|3969.640566847224
60279|87|2|0|0|1.0|5367.954366087748
53137|4|2|1|1|7.0|13132.990896950916
53137|26|2|1|1|5.0|18516.859905564066
34977|4|2|1|1|1.0|-1797.1366297411103
19679|15|2|0|1|3.0|13539.22372521149
19679|32|2|0|1|5.0|26212.3695262635
19679|52|2|0|1|3.0|13346.973523641453
19679|81|2|0|1|2.0|7156.382333103901
69552|59|1|0|1|3.0|9465.977990284797
69552|59|2|0|1|3.0|13346.973523641453
69552|65|2|0|1|1.0|4144.982106540028
8623|26|2|0|1|1.0|3786.0932767360746
62606|26|2|0|1|2.6796690307328603|11886.814529674151
65838|59|1|0|1|1.0|1791.5809579288873
65838|59|2|0|1|1.0|3450.460606915297
13450|17|1|0|1|1.0|1808.1005466653817
69138|17|1|0|1|2.0|5025.061989183988
70449|59|1|0|1|3.0|9986.742227429375
50093|17|1|0|1|1.0|2092.0414474201425
76977|81|2|0|1|1.0|4425.852952765353
38443|17|1|0|1|1.0|2092.0414474201425
90980|9|2|0|0|1.0|3070.6416017097254
27761|59|1|0|1|1.0|1899.7912458501075
43077|9|2|0|0|2.6796690307328603|10715.059918907158
47532|26|2|0|1|1.0|4283.512328198669
6454|94|2|0|0|5.0|22015.085767057415
42577|9|2|0|0|1.0|2829.3759773633997
22879|87|1|0|0|2.0|6385.304852859208
22879|17|1|0|1|2.0|5025.061989183988
23421|17|1|0|1|1.0|2092.0414474201425
5498|15|2|0|1|1.0|2988.747922495577
5498|23|2|0|1|1.0|2988.747922495577
48438|17|1|0|1|2.6796690307328603|8681.974771070822
96414|17|1|0|1|2.6796690307328603|8362.145118487439
39276|17|2|0|1|2.6796690307328603|11636.60503795031
27819|17|1|0|1|9.0|48175.52113165878
16488|32|2|0|1|3.0|13326.955289187306
24065|94|2|0|0|2.0|7974.825675029902
61177|32|2|0|1|5.0|26494.75126633178
61177|17|2|0|1|7.0|40091.467503425934
61177|26|2|0|1|2.0|7407.739892892683
61177|52|2|0|1|8.0|43251.89775547933
42164|17|2|0|1|1.0|3750.921096406551
60635|17|1|0|1|2.0|5025.061989183988
48807|17|1|0|1|2.6796690307328603|8681.974771070822
55225|32|2|0|1|2.0|8264.293747155463
92023|8|2|0|0|2.0|7723.456064410354
2916|17|1|0|1|4.0|8723.248636538105
2916|32|2|0|1|2.0|7241.206673185066
2916|59|2|0|1|1.0|3528.69056872878
96847|17|1|0|1|2.0|5995.436737530909
34500|32|2|0|1|3.0|15210.750551334659
68807|17|1|0|1|1.0|2917.9860238755095
44625|17|2|0|1|1.0|4576.865672861918
90901|59|2|0|1|7.0|33405.73644958645
90076|15|2|0|1|2.6796690307328603|13644.840057379553
92583|87|1|0|0|2.0|7258.651175739132
92583|68|1|0|0|2.0|6833.906018168602
92583|17|1|0|1|2.0|6794.914511536924
92583|43|2|0|0|2.0|8452.75098188347
92583|84|2|0|0|1.0|5564.221685705275
11395|17|1|0|1|5.0|16222.367649881231
11395|59|1|0|1|5.0|15395.05029892191
11395|59|2|0|1|5.0|21974.93315209537
56446|17|1|0|1|1.0|2917.9860238755095
73893|40|2|0|1|1.0|5781.4899483978625
61431|40|2|0|1|1.0|5109.456904654035
55518|40|2|0|1|1.0|5109.456904654035
63312|15|2|0|1|2.0|7731.702515363353
61062|9|2|0|0|2.0|6810.157396320201
61062|84|2|0|0|1.0|5392.333374419096
61062|94|2|0|0|2.0|8676.283686623645
99146|17|2|0|1|1.0|4984.4753294664215
17407|59|1|0|1|2.0|5307.65735265204
30114|59|2|0|1|2.0|7445.700585141188
2716|26|2|0|1|4.0|13606.712776054774
4990|15|2|0|1|2.0|6708.61544139295
86267|52|2|0|1|2.6796690307328603|13211.324231463188
57440|32|2|0|1|4.0|19321.720504947647
79550|15|2|0|1|3.0|15588.574860362678
39979|17|1|0|1|1.0|2917.9860238755095
67670|17|2|0|1|1.0|4576.865672861918
77844|59|2|0|1|1.0|4290.863742639753
13313|32|2|0|1|5.0|23956.816201530226
13313|17|2|0|1|2.0|7084.714009605644
93970|59|2|0|1|1.0|4725.735034875602
56863|17|2|0|1|2.0|7731.702515363353
28410|17|2|0|1|5.0|24943.3434034514
47465|59|2|0|1|1.0|4290.863742639753
49130|17|1|0|1|3.0|10797.163786185889
24382|59|2|0|1|1.0|4290.863742639753
93228|17|1|0|1|2.6796690307328603|10690.209790500065
93538|17|1|0|1|4.0|16126.32235571277
93538|59|1|0|1|3.0|10118.982796572342
69576|23|2|0|1|1.0|4224.343187547357
75702|17|1|0|1|4.0|14283.239057547567
85546|23|2|0|1|7.0|32710.53828499015
91794|23|2|0|1|1.0|5137.64185563751
33453|32|2|0|1|1.0|5001.246616732816
91148|32|2|0|1|2.0|8947.025822477055
91148|23|2|0|1|2.0|8414.434590684938
31899|17|1|0|1|1.0|2809.775735954289
45742|9|2|0|0|1.0|3547.110265897547
13154|15|2|0|1|3.0|10805.993606123166
12930|40|1|0|1|1.0|2235.2106920427327
25671|15|2|0|1|3.0|13040.270332555328
25671|9|2|0|0|3.0|12118.725213512176
5897|15|2|0|1|2.0|5603.018326375765
63812|40|1|0|1|1.0|2519.151592797494
63812|40|2|0|1|2.0|7158.696632138285
65375|32|2|0|1|2.0|7158.696632138285
95011|15|2|0|1|2.6796690307328603|10587.03602861356
9270|15|2|0|1|3.0|9154.162708338183
9270|94|2|0|0|1.0|3193.7683781742817
78210|59|2|0|1|6.0|25453.519388772864
66914|15|2|0|1|1.0|2863.238630354148
79796|94|2|0|0|3.0|13799.198743410727
98825|94|2|0|0|2.0|5526.263628848309
44713|59|1|0|1|2.0|4832.811787613952
39495|17|1|0|1|4.0|14546.513462132287
66350|32|2|0|1|3.0|12561.507541585743
66350|9|2|0|0|2.0|4913.320999522698
66350|59|2|0|1|3.0|11836.666108223591
82928|15|2|0|1|4.0|15867.417147050794
56971|32|2|0|1|5.0|22554.222509138777
63365|59|1|0|1|4.0|11324.294037756197
87434|15|2|0|1|2.0|6076.131742912175
76588|32|2|0|1|7.0|29877.254373707838
76588|59|2|0|1|1.0|2722.8035760838206
55497|59|1|0|1|7.0|22567.69979567233
71764|32|2|0|1|3.0|13789.880348542783
71764|87|2|0|0|2.0|7461.896182303213
71764|23|2|0|1|2.6796690307328603|11604.58056139125
71764|17|2|0|1|1.0|3624.0762971108247
71764|94|2|0|0|6.0|21599.311928272
16975|23|2|0|1|2.0|6316.785126892641
51387|23|2|0|1|2.6796690307328603|11366.198064314945
4052|17|2|0|1|5.0|17077.875013855184
17043|23|2|0|1|3.0|12307.285503769248
52973|43|2|0|0|1.0|3431.8260955407895
61161|59|1|0|1|2.0|4562.404813978587
84413|94|2|0|0|1.0|4481.230791948832
88525|23|2|0|1|2.0|6897.822459111238
89602|32|2|0|1|4.0|17575.19649817306
39112|32|2|0|1|6.0|26985.97403901886
43256|87|2|0|0|2.0|6776.101681065321
93168|59|1|0|1|1.0|1305.1895514437392
67743|59|1|0|1|1.0|1012.1087797977057
55823|59|1|0|1|1.0|1012.1087797977057
38025|59|1|0|1|4.0|11272.47889045649
11536|32|2|0|1|1.0|4825.516003899275
75171|17|2|0|1|2.0|8403.735559107177
98140|26|2|0|1|4.0|19967.712658628458
98140|59|2|0|1|5.0|23341.622097408996
78281|94|2|0|0|4.0|20801.139812609756
74427|17|2|0|1|2.0|8403.735559107177
21807|59|1|0|1|1.0|2631.984093653344
10091|87|1|0|0|1.0|3742.2168635364583
85548|32|2|0|1|2.0|8936.326790899291
85548|40|2|0|1|1.0|5781.4899483978625
85548|26|2|0|1|4.0|20232.13604576778
71300|68|1|0|0|2.0|6662.017706882422
71300|84|1|0|0|2.0|6957.649394749837
71300|26|2|0|1|2.0|8936.326790899291
86743|26|2|0|1|2.0|9177.592415245617
88691|17|2|0|1|2.0|8645.001183453505
25627|26|2|0|1|1.0|5109.456904654035
14735|26|2|0|1|1.0|4893.69427749207
2083|59|1|0|1|8.0|15700.835044384432
2083|15|2|0|1|3.0|10683.833020167645
2083|26|2|0|1|8.0|28397.6171350416
2083|52|2|0|1|3.0|10491.582818597608
38481|81|1|0|1|1.0|3478.861155102743
84689|92|1|0|0|1.0|3969.640566847224
34190|68|1|0|0|4.0|14824.960044511154
18158|81|1|0|1|2.0|6160.767183286206
18158|81|2|0|1|2.0|7750.2880054569
71833|94|2|0|0|1.0|5367.954366087748
93435|17|1|0|1|2.0|6757.953586657881
93435|26|2|0|1|1.0|6159.9661000122
81034|68|1|0|0|5.0|18355.22221046815
81034|92|1|0|0|4.0|16383.168824449569
81034|17|1|0|1|3.0|11425.19758693775
11587|9|2|0|0|8.0|27130.26109808611
11587|59|2|0|1|3.0|12094.632702227547
28362|9|2|0|0|1.0|3547.110265897547
66472|17|1|0|1|2.6796690307328603|9256.14688526533
71260|26|2|0|1|1.0|5673.279660476644
44150|87|1|0|0|2.6796690307328603|10014.212000043002
44150|59|1|0|1|1.0|1902.520447356563
44150|32|2|0|1|1.0|4286.241529705124
44150|9|2|0|0|4.0|19157.033641949696
44150|81|2|0|1|1.0|4367.2380402549
79247|32|2|0|1|3.0|14093.62580149202
79247|59|2|0|1|1.0|3561.4000963429717
8954|32|2|0|1|1.0|3897.0327661637484
29262|23|2|0|1|1.0|3753.650297913007
29262|59|2|0|1|4.0|17241.37182466655
37371|32|2|0|1|1.0|4286.241529705124
89417|32|2|0|1|1.0|4527.507154051448
89417|23|2|0|1|3.0|13802.300194046235
89417|59|2|0|1|4.0|18654.942441073006
11220|15|2|0|1|2.0|6261.498634656732
11220|87|2|0|0|2.0|7202.856253978684
30139|32|2|0|1|2.0|7441.078372206554
50909|9|2|0|0|2.0|5986.94202137129
19179|15|2|0|1|2.0|6908.487140414442
70754|59|2|0|1|3.0|14255.728755183043
20041|40|2|0|1|3.0|14742.18769146889
20041|59|2|0|1|10.0|44891.64172742321
20041|65|2|0|1|4.0|18934.154155631648
5760|40|2|0|1|1.0|4411.01274284732
80942|17|2|0|1|4.0|17672.0045233129
38512|17|2|0|1|5.0|23587.836156532456
84051|15|2|0|1|4.0|17672.0045233129
84051|23|2|0|1|4.0|17672.0045233129
84051|59|2|0|1|3.0|13368.78436812987
6950|59|2|0|1|2.6796690307328603|8249.883354422342
2360|59|2|0|1|6.0|22065.54260112549
52160|94|2|0|0|4.0|19301.001797266636
5062|9|2|0|0|2.6796690307328603|7636.066790514463
5062|59|2|0|1|2.6796690307328603|8249.883354422342
50486|59|2|0|1|2.0|6716.236938844407
10376|9|2|0|0|10.0|37531.48737626567
10376|59|2|0|1|10.0|39373.174590757444
12136|59|2|0|1|2.6796690307328603|9243.41658926198
44155|59|2|0|1|2.6796690307328603|11477.693315694143
48890|48|2|0|0|5.0|25876.39652704822
93417|59|2|0|1|1.0|4649.743544370418
13871|68|1|0|0|1.0|3403.5276132780323
13871|17|1|0|1|1.0|2734.442194129578
13871|59|1|0|1|1.0|2448.4402639074137
13871|32|2|0|1|1.0|4925.913074908105
41607|59|1|0|1|2.0|5617.428766546133
41607|81|1|0|1|2.6796690307328603|10340.745342090782
89430|15|2|0|1|1.0|5470.567991068399
12574|32|2|0|1|2.0|7639.120094719288
36918|17|1|0|1|2.0|5903.430696768299
32795|32|2|0|1|5.0|27373.11997391609
32795|26|2|0|1|3.0|15232.565404656187
32795|59|2|0|1|4.0|19489.753147218977
67512|9|2|0|0|1.0|3635.724203935095
85515|15|2|0|1|2.0|8425.550412428705
30771|9|2|0|0|3.0|13778.42905382092
9474|68|1|0|0|2.6796690307328603|8325.602395066224
62977|87|2|0|0|2.6796690307328603|13459.554916794916
62977|26|2|0|1|2.0|8286.108600476991
62977|52|2|0|1|5.0|26106.963119816788
85840|81|1|0|1|1.0|3678.791537427488
85840|87|2|0|0|2.0|8698.098539945173
58378|81|1|0|1|1.0|3678.791537427488
78565|8|2|0|0|1.0|4307.757247678923
51031|8|2|0|0|2.0|6831.972249641729
26725|87|1|0|0|1.0|4103.536694998017
26725|68|1|0|0|2.6796690307328603|10340.745342090782
27922|81|1|0|1|1.0|3678.791537427488
91752|32|2|0|1|1.0|6003.159222860516
50441|59|1|0|1|1.0|2612.387743769673
82023|43|2|0|0|7.0|34893.51844132485
79653|59|1|0|1|3.0|10771.359206361556
70407|87|1|0|0|1.0|4103.536694998017
70407|17|1|0|1|1.0|2898.3896739918378
35052|87|2|0|0|1.0|5501.85049423854
2486|68|1|0|0|1.0|2916.6183635165144
24195|87|1|0|0|1.0|4103.536694998017
24195|87|2|0|0|1.0|5501.85049423854
69387|87|1|0|0|1.0|4103.536694998017
5844|26|2|0|1|2.0|7263.0215265065945
40447|26|2|0|1|1.0|5089.860554770363
68850|59|1|0|1|2.0|5617.428766546133
67739|9|2|0|0|5.0|24242.13940253223
65256|87|2|0|0|1.0|5501.85049423854
30423|17|1|0|1|1.0|2898.3896739918378
85203|59|2|0|1|1.0|4271.267392756081
32681|68|1|0|0|1.0|3678.791537427488
5142|17|2|0|1|2.6796690307328603|9287.163784262819
5142|52|2|0|1|1.0|3602.8459474972383
5142|59|2|0|1|1.0|3509.0942188451086
95018|59|2|0|1|2.6796690307328603|12902.225604624611
77614|59|2|0|1|2.6796690307328603|12467.35431238876
44837|68|1|0|0|2.6796690307328603|10340.745342090782
98118|17|2|0|1|1.0|4964.87897958275
98118|52|2|0|1|2.0|7968.876823719349
98118|59|2|0|1|1.0|3258.480940596688
22768|59|1|0|1|1.0|2612.387743769673
64722|81|1|0|1|1.0|3678.791537427488
86767|94|2|0|0|1.0|5673.738805524719
32896|94|2|0|0|2.0|8698.098539945173
35819|52|2|0|1|2.6796690307328603|12322.723543964583
86749|52|2|0|1|2.0|8474.565835204998
4926|32|2|0|1|1.0|4327.687380859388
52182|17|1|0|1|1.0|2898.3896739918378
70112|17|1|0|1|1.0|2898.3896739918378
16864|32|2|0|1|14.0|90351.13813922215
40352|32|2|0|1|2.6796690307328603|13047.564977326734
76459|17|1|0|1|1.0|3570.4227177356656
76459|15|2|0|1|2.0|8425.550412428705
